INDEX,APPID,NAME,POSITIVE,NEGATIVE,RATING
19090,756880,NVL,60,42,56.64%
19091,557880,Say Goodbye,97,69,56.63%
19092,297450,Zombies on a Plane,97,69,56.63%
19093,287220,Autocraft,165,119,56.62%
19094,679260,Bus Driver Simulator,293,214,56.60%
19095,709630,Petrichor,21,14,56.60%
19096,278490,Aveyond 3-2: Gates of Night,53,37,56.60%
19097,24670,Trainz Simulator 12,485,357,56.60%
19098,317530,Congo,75,53,56.60%
19099,933700,Death Trader: Cold War,21,14,56.60%
19100,736930,Delicious - Moms vs Dads,21,14,56.60%
19101,875470,The Strangers,21,14,56.60%
19102,327910,7th Legion,35,24,56.60%
19103,823100,Peace Duke,21,14,56.60%
19104,312440,Legions of Steel,21,14,56.60%
19105,844490,Rhombus Legends,21,14,56.60%
19106,767420,Wauies,90,64,56.59%
19107,856010,National Machine,28,19,56.59%
19108,361130,Card Dungeon,28,19,56.59%
19109,280360,Interstellaria,212,154,56.58%
19110,806140,Achievement printer part 1,143,103,56.58%
19111,461210,Riding Out,68,48,56.57%
19112,291050,Planet Stronghold,46,32,56.57%
19113,370840,Rugby Challenge 3,46,32,56.57%
19114,338530,Trouble In The Manor,178,129,56.56%
19115,559310,Illyriad - 4X Grand Strategy MMO,57,40,56.56%
19116,403690,Codename: Rogue Fleet,186,135,56.55%
19117,285380,On The Road,209,152,56.55%
19118,884200,PUGNite,72,51,56.54%
19119,611800,Jidousha Shakai,167,121,56.54%
19120,727190,BLIK,11,7,56.53%
19121,654660,Pharmakon,11,7,56.53%
19122,383520,Lilly and Sasha: Guardian Angels,39,27,56.53%
19123,626160,Awesome Machine,11,7,56.53%
19124,767340,Minion Forest,11,7,56.53%
19125,489370,Quarantine,171,124,56.53%
19126,619330,Duck Hunting,11,7,56.53%
19127,703430,Star Rangers VR - Free Demo,11,7,56.53%
19128,508520,MiniBotz,11,7,56.53%
19129,374050,Infinium Strike,39,27,56.53%
19130,761000,Floresia I : Intemporel,11,7,56.53%
19131,369280,Hidden Mysteries: Titanic,11,7,56.53%
19132,455490,"Don't Die Dateless, Dummy!",39,27,56.53%
19133,736510,Gold key,11,7,56.53%
19134,952120,Three Kingdoms 2018 ???????????????2018 ???????????? ??????,11,7,56.53%
19135,562600,Our Wonderful World,11,7,56.53%
19136,398530,Ghost Cleaner,11,7,56.53%
19137,629720,Fuzecat,11,7,56.53%
19138,345640,Block Legend DX,50,35,56.52%
19139,317440,Quantum Rush Champions,91,65,56.51%
19140,444160,Bonsai,91,65,56.51%
19141,670900,NASCAR Heat 2,164,119,56.50%
19142,635060,Castle of no Escape,32,22,56.49%
19143,343270,Disillusions Manga Horror,302,222,56.48%
19144,582980,Castle of Shikigami ????????????,25,17,56.45%
19145,388960,Torn Tales,25,17,56.45%
19146,459170,Discovr??? Egypt: King Tut's Tomb,25,17,56.45%
19147,278530,3 Stars of Destiny,111,80,56.45%
19148,465540,Adventure World,25,17,56.45%
19149,422210,Rise of Keepers,18,12,56.44%
19150,755630,Drake of the 99 Dragons,18,12,56.44%
19151,882670,Nono's magic general shop,18,12,56.44%
19152,498450,A Week of Circus Terror,18,12,56.44%
19153,697260,Dogcoin,18,12,56.44%
19154,681520,The Rodinia Project,18,12,56.44%
19155,933080,Fire Place,18,12,56.44%
19156,453810,Blasting Agent: Ultimate Edition,18,12,56.44%
19157,245300,Disney Epic Mickey 2,96,69,56.43%
19158,600450,Shoot Paint,47,33,56.42%
19159,280460,Pulstar,62,44,56.41%
19160,449200,Calcu-Late,170,124,56.41%
19161,558610,Mad Hunter,190,139,56.40%
19162,291450,Smugglers 5,81,58,56.40%
19163,575140,Cemetery Warrior 3,66,47,56.39%
19164,790710,World of Warplanes,214,157,56.39%
19165,738880,Pain of War,29,20,56.36%
19166,684050,Achievement Idler Black,29,20,56.36%
19167,610860,Shogo: Mobile Armor Division,29,20,56.36%
19168,348030,Trackday Manager,183,134,56.36%
19169,757210,EMERGENCY 4 Deluxe,40,28,56.36%
19170,446540,Smash Up,101,73,56.35%
19171,464850,Don Bradman Cricket 17,136,99,56.35%
19172,702120,THE KING OF FIGHTERS '97 GLOBAL MATCH,148,108,56.34%
19173,236130,Horizon,240,177,56.33%
19174,509800,The Last Weekend,168,123,56.33%
19175,614940,The Misfits,176,129,56.33%
19176,540150,Tank Battle: Blitzkrieg,8,5,56.32%
19177,570230,Deathlike: Awakening,8,5,56.32%
19178,853040,DEEP SPACE | Space-Platformer,8,5,56.32%
19179,494160,Lionheart,8,5,56.32%
19180,948080,Lights Out,8,5,56.32%
19181,620580,Calico & Co,8,5,56.32%
19182,1002660,MORGENSHTERN: easygame,8,5,56.32%
19183,970610,CHECKMATE : Battle Arenas,8,5,56.32%
19184,461490,Kaboom Monsters,59,42,56.32%
19185,912590,The path to domination,8,5,56.32%
19186,886590,My Bingo,8,5,56.32%
19187,3570,Mystery P.I.: The New York Fortune,8,5,56.32%
19188,384210,Quadle,8,5,56.32%
19189,886390,A Roll-Back Story,8,5,56.32%
19190,942300,Johnny Rocket,8,5,56.32%
19191,781270,Chaos Control,8,5,56.32%
19192,472830,Ke-Tsu-No-Ana,8,5,56.32%
19193,689830,DUELEUM,8,5,56.32%
19194,657110,2 Planets Fire and Ice,8,5,56.32%
19195,613040,A Lost Room,8,5,56.32%
19196,590430,BeefeaterXO,8,5,56.32%
19197,865200,DiveReal,8,5,56.32%
19198,636700,Crappy Day Enhanced Edition,8,5,56.32%
19199,430240,Duplexer,8,5,56.32%
19200,925940,Myst IV: Revelation,8,5,56.32%
19201,37300,DinerTown Tycoon,8,5,56.32%
19202,873810,Cars Arena,8,5,56.32%
19203,942020,Grimm & Tonic,8,5,56.32%
19204,519160,Toon Ocean VR,8,5,56.32%
19205,552300,Soldier Sortie: VR Agent 006,8,5,56.32%
19206,572760,Holiday Bonus GOLD,8,5,56.32%
19207,583750,Sky Climbers,8,5,56.32%
19208,480500,Dogfight Elite,8,5,56.32%
19209,810730,Tanks!!!,8,5,56.32%
19210,306490,Railroad Pioneer,86,62,56.31%
19211,300760,EPSILON,63,45,56.30%
19212,588120,Capsa,63,45,56.30%
19213,317290,Bionic Heart 2,22,15,56.29%
19214,747310,Hyper Knights: Battles,22,15,56.29%
19215,347950,Palace of Cards,33,23,56.28%
19216,574030,Score a goal (Physical football),71,51,56.27%
19217,417910,Street Warriors Online,952,718,56.26%
19218,588420,Uncompromising Trash,75,54,56.26%
19219,704950,Scarlett's Dungeon,15,10,56.25%
19220,356880,Eron,138,101,56.25%
19221,705640,BACK TO THE EGG!,15,10,56.25%
19222,10240,Stroke of Fate: Operation Valkyrie,15,10,56.25%
19223,805680,Star Shield Down,15,10,56.25%
19224,804600,Trivia Vault Football Trivia,15,10,56.25%
19225,399900,Mad Snowboarding,15,10,56.25%
19226,393240,Sir! I'd Like To Report A Bug!,15,10,56.25%
19227,584940,Amber's Magic Shop,15,10,56.25%
19228,767030,Trivia Vault: Technology Trivia Deluxe,15,10,56.25%
19229,766040,Gloom,15,10,56.25%
19230,785610,Trials of The Illuminati: Women of Beauty Jigsaws,15,10,56.25%
19231,405480,Tomorrow,15,10,56.25%
19232,359260,Green Moon,15,10,56.25%
19233,503390,Roomscale Tower,15,10,56.25%
19234,598240,Stupid Raft Battle Simulator,15,10,56.25%
19235,448390,Maneki's Curse,15,10,56.25%
19236,930330,??????????? The Great Hero,15,10,56.25%
19237,342020,BiT Evolution,83,60,56.24%
19238,432170,Silver Knight,37,26,56.23%
19239,369230,Kung Fu Panda Showdown of Legendary Legends,37,26,56.23%
19240,536660,JCB Pioneer: Mars,56,40,56.23%
19241,823600,Battle Brawlers,87,63,56.23%
19242,464440,Annie Amber,37,26,56.23%
19243,225020,Tomb Raider (VI): The Angel of Darkness,338,252,56.22%
19244,401420,Match 3 Revolution,26,18,56.20%
19245,283490,Ihf Handball Challenge 12,41,29,56.20%
19246,368770,President for a Day - Floodings,26,18,56.20%
19247,777050,TOXIC PLUMBING,41,29,56.20%
19248,230980,Starseed Pilgrim,253,188,56.19%
19249,599090,15 defense,45,32,56.17%
19250,322920,theHunter: Primal,"2,222","1,696",56.16%
19251,235070,Bad Bots,140,103,56.16%
19252,320970,IGT Slots Paradise Garden,49,35,56.15%
19253,211070,Check vs. Mate,49,35,56.15%
19254,409410,Clumsy Moose Season,30,21,56.14%
19255,404630,One Hundred Ways,30,21,56.14%
19256,868320,????????????,30,21,56.14%
19257,513990,Happy Empire,30,21,56.14%
19258,712100,Total War Saga: Thrones of Britannia,"3,137","2,403",56.13%
19259,422250,ShipLord,318,238,56.12%
19260,302850,Team Indie,57,41,56.12%
19261,23700,Puzzle Kingdoms,137,101,56.11%
19262,403390,Undercover Missions: Operation Kursk K-141,19,13,56.10%
19263,450740,Mind Unleashed,19,13,56.10%
19264,633440,Unit 4,19,13,56.10%
19265,851650,LOGistICAL: ABC Islands,19,13,56.10%
19266,849940,Freefall Tournament,19,13,56.10%
19267,244030,Take On Mars,845,641,56.10%
19268,441250,Talewind,34,24,56.09%
19269,561120,Disney's The Lion King,34,24,56.09%
19270,476600,Call of Duty: WWII,"10,536","8,138",56.09%
19271,409170,Contract,34,24,56.09%
19272,454690,Cyber City 2157: The Visual Novel,101,74,56.09%
19273,202370,Scarygirl,34,24,56.09%
19274,441380,PAC-MAN??? CHAMPIONSHIP EDITION 2,191,142,56.08%
19275,491090,Ant Queen,89,65,56.08%
19276,434500,BATTLE PIXELS,38,27,56.06%
19277,365330,Jump/Boxer,38,27,56.06%
19278,427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,38,27,56.06%
19279,852450,The Stray Cat,5,3,56.05%
19280,330590,Independence War Deluxe Edition,5,3,56.05%
19281,969870,Klondike & Girls,5,3,56.05%
19282,592740,Drift 7 Islands,5,3,56.05%
19283,686640,Space Panic Arena,5,3,56.05%
19284,889850,Save President From Rebels,5,3,56.05%
19285,707850,Jigsaw Puzzles,5,3,56.05%
19286,362370,Dog Fight,5,3,56.05%
19287,918610,NearEscape,5,3,56.05%
19288,716090,Cottage Garden,5,3,56.05%
19289,819910,Billionaire,5,3,56.05%
19290,778760,The Agency: Chapter 2,5,3,56.05%
19291,438780,Terrarium Land,5,3,56.05%
19292,497880,Doodle WHAT?!,5,3,56.05%
19293,504500,Hover Havoc,5,3,56.05%
19294,795490,FukTopia,5,3,56.05%
19295,823800,Kitty Play,5,3,56.05%
19296,788250,Soul Grabber,5,3,56.05%
19297,625580,The Cleansing,5,3,56.05%
19298,745870,Prehistorik,5,3,56.05%
19299,386630,Nirvana: The First Travel,5,3,56.05%
19300,860770,Made to Order,5,3,56.05%
19301,572740,Nancy Drew: The Secret of Shadow Ranch,5,3,56.05%
19302,430280,Nature Defenders,5,3,56.05%
19303,802340,Archery Kings VR,5,3,56.05%
19304,351220,Tower of Eglathia,5,3,56.05%
19305,539560,Vienna Automobile Society,5,3,56.05%
19306,350000,Exostorm,5,3,56.05%
19307,745060,Hunter of Antiques,5,3,56.05%
19308,930710,Main Character Simulator,5,3,56.05%
19309,592720,Paulo's Wing,5,3,56.05%
19310,593260,Planet Defender,5,3,56.05%
19311,438090,Defend Felinearth,5,3,56.05%
19312,745550,The Valley In My Mind,5,3,56.05%
19313,744660,Dream Channel,5,3,56.05%
19314,644680,"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld""",5,3,56.05%
19315,629810,Galact Quest,5,3,56.05%
19316,575800,Arizona Rose and the Pharaohs' Riddles,5,3,56.05%
19317,688620,Tiny Force Deluxe,5,3,56.05%
19318,718830,Unrested Development,5,3,56.05%
19319,763200,Volkstein,5,3,56.05%
19320,884250,Fitzzle Wise Owls,5,3,56.05%
19321,364000,Culina: Hands in the Kitchen,5,3,56.05%
19322,918080,Evolo.Evolution,5,3,56.05%
19323,879620,Armored Train,5,3,56.05%
19324,498940,"WarBirds Dawn of Aces, World War I Air Combat",5,3,56.05%
19325,521510,MAGICAL??SPIRAL,5,3,56.05%
19326,865860,Vein Hotel,5,3,56.05%
19327,894110,PIDO1,5,3,56.05%
19328,812940,Dear Leader,5,3,56.05%
19329,938320,Nib??,5,3,56.05%
19330,21500,Pyroblazer,5,3,56.05%
19331,985820,????????????,5,3,56.05%
19332,854310,Rise of Crustaceans,5,3,56.05%
19333,503290,Maraiyum: Rise of the Setting Sun,5,3,56.05%
19334,965310,The Settlers : Rise of an Empire - History Edition,5,3,56.05%
19335,718140,Domino Dungeon,5,3,56.05%
19336,377310,The Tower Of Elements,167,124,56.05%
19337,659490,Devil In The Capital,5,3,56.05%
19338,715490,Above: The Fallen,5,3,56.05%
19339,612030,Harvest Simulator VR,5,3,56.05%
19340,618670,One Bullet left,5,3,56.05%
19341,616810,Maski VR,5,3,56.05%
19342,504260,Happy Pong,5,3,56.05%
19343,888810,Wetwork,5,3,56.05%
19344,389970,Blues and Bullets - Digital Comic,5,3,56.05%
19345,612380,Cryptocracy,5,3,56.05%
19346,655430,Tiger Hunt,5,3,56.05%
19347,840020,Gun Rage,5,3,56.05%
19348,876960,Round Ways,5,3,56.05%
19349,849560,The Road to Canterbury,5,3,56.05%
19350,310990,Man in a Maze: Deathmatch,5,3,56.05%
19351,751550,The Same Crime,5,3,56.05%
19352,636310,Concurrency,5,3,56.05%
19353,595130,My Vet Practice,5,3,56.05%
19354,671180,Elementals Reborn,5,3,56.05%
19355,585270,HeapVR,5,3,56.05%
19356,602130,Violent killer VR,5,3,56.05%
19357,830750,Poker Simulator,5,3,56.05%
19358,729990,HEXOPODS,5,3,56.05%
19359,958300,Cute Girls,5,3,56.05%
19360,839170,Paradox of the Cryptomancers,5,3,56.05%
19361,917120,Heroes of elements,5,3,56.05%
19362,806830,Horse World,5,3,56.05%
19363,809200,TRIGGERED,5,3,56.05%
19364,461180,SurrealVR,42,30,56.04%
19365,726170,Hardy Only One,42,30,56.04%
19366,503160,Angels & Demigods,46,33,56.03%
19367,699590,Trivia Vault: Science & History Trivia 2,23,16,56.02%
19368,432590,And So It Was,23,16,56.02%
19369,356280,Desert Law,23,16,56.02%
19370,18480,Mata Hari,50,36,56.02%
19371,263340,Continue?9876543210,98,72,56.02%
19372,231140,Cities XL Platinum,766,583,56.01%
19373,431840,3DRPG,82,60,56.01%
19374,398840,War of Beach,294,221,56.01%
19375,587460,Knightfall???: Rivals,58,42,56.01%
19376,333660,Towers of Altrac,62,45,56.00%
19377,651060,Puppies vs Undead,12,8,56.00%
19378,618200,Skylands,12,8,56.00%
19379,372720,The Language Game,12,8,56.00%
19380,864920,Tap Cats: Battle Arena,12,8,56.00%
19381,321610,Demonlisher,12,8,56.00%
19382,579490,RUSH: A Disney ??? PIXAR Adventure,12,8,56.00%
19383,754510,3D Hardcore Cube 2,12,8,56.00%
19384,958130,NEET simulator,12,8,56.00%
19385,724710,Super Knockoff! VS,12,8,56.00%
19386,205060,BIT.TRIP CORE,70,51,56.00%
19387,828150,WIN THE GAME!,62,45,56.00%
19388,397660,Behind You,12,8,56.00%
19389,366440,Savage Resurrection,810,617,56.00%
19390,248490,1953 - KGB Unleashed,295,222,55.98%
19391,8880,Freedom Force,194,145,55.98%
19392,494220,Blight of the Immortals,27,19,55.97%
19393,258200,Talisman: Prologue,190,142,55.97%
19394,448480,Caravanserail,27,19,55.97%
19395,1670,Iron Warriors: T-72 Tank Command,136,101,55.96%
19396,45410,Ignite,153,114,55.95%
19397,368450,Rememoried,116,86,55.93%
19398,428630,White Mirror,162,121,55.92%
19399,683220,Business-hooiznes,35,25,55.92%
19400,307930,Wildlife Park 2 - Dino World,35,25,55.92%
19401,305500,Trapped Dead: Lockdown,75,55,55.92%
19402,263540,Villagers and Heroes,"1,643","1,265",55.91%
19403,306370,World of Subways 1 ??? The Path,39,28,55.90%
19404,779420,#WarGames,43,31,55.90%
19405,812980,POSTWORLD,39,28,55.90%
19406,260270,Shadows: Price For Our Sins,104,77,55.90%
19407,669770,Strangers in a Strange Land,47,34,55.90%
19408,592340,Mall Empire,51,37,55.89%
19409,386510,Pyramid Raid,100,74,55.89%
19410,568720,The Agony,100,74,55.89%
19411,341860,SickBrick,121,90,55.88%
19412,656490,Automobile Tycoon,16,11,55.86%
19413,579150,Riot of the numbers,16,11,55.86%
19414,380000,MiniOne Racing,16,11,55.86%
19415,453730,Borstal,16,11,55.86%
19416,500660,Limberjack,16,11,55.86%
19417,633320,Spirit Realm,16,11,55.86%
19418,428110,Save Halloween: City of Witches,16,11,55.86%
19419,805360,Trivia Vault Baseball Trivia,16,11,55.86%
19420,873930,ALIENS INVADED OUR PLANET,16,11,55.86%
19421,433110,Zipple World,16,11,55.86%
19422,543430,Brain Booster,16,11,55.86%
19423,303910,Time of Fury,16,11,55.86%
19424,414470,Nightmare on Azathoth,16,11,55.86%
19425,363920,SWR JST DX Selective Memory Erase Effect,16,11,55.86%
19426,576480,Drunken Fight Simulator,16,11,55.86%
19427,683160,The Exorcist,16,11,55.86%
19428,252450,StarDrive 2,968,744,55.85%
19429,565340,ZombieCarz,198,149,55.85%
19430,591790,BREACH IT,76,56,55.84%
19431,42170,Krater,428,326,55.84%
19432,787790,Epic Roller Coasters,76,56,55.84%
19433,11260,Pacific Storm: Allies,76,56,55.84%
19434,624120,Football Manager Touch 2018,72,53,55.83%
19435,242110,Joe Danger 2: The Movie,199,150,55.82%
19436,817650,Bunny Hop,20,14,55.80%
19437,835530,???????????????,20,14,55.80%
19438,562430,Alien Hostage,60,44,55.80%
19439,852210,NekoBooM!,20,14,55.80%
19440,512560,HoCWar,56,41,55.79%
19441,307760,Zoo Park,140,105,55.78%
19442,313130,Metrocide,85,63,55.78%
19443,225420,Cities in Motion 2,"1,118",863,55.78%
19444,575700,Fruit Arranger,102,76,55.77%
19445,313870,A Vampyre Story,48,35,55.77%
19446,377140,Hide & Hold Out - H2o,358,273,55.77%
19447,339210,RESCUE 2,102,76,55.77%
19448,888690,Guess who ?,24,17,55.77%
19449,890710,Ecchi Puzzle,24,17,55.77%
19450,958420,The Lezbian Prison,24,17,55.77%
19451,311910,DIG IT! - A Digger Simulator,77,57,55.76%
19452,530540,mr.President Prologue Episode,44,32,55.76%
19453,882560,Door,40,29,55.75%
19454,351080,The Corporate Machine,40,29,55.75%
19455,99120,Yar's Revenge,28,20,55.75%
19456,726800,The Rare Nine,36,26,55.75%
19457,291640,Mirror Mysteries 2: Forgotten Kingdoms,36,26,55.75%
19458,411130,Leviathan: The Cargo,32,23,55.75%
19459,657590,Grav Blazer,32,23,55.75%
19460,676730,Behind The Door,28,20,55.75%
19461,498510,DreamLand,36,26,55.75%
19462,259190,Alone in the Dark: The New Nightmare,141,106,55.74%
19463,386640,Affected Zone Tactics,128,96,55.74%
19464,227020,Rise of Venice,197,149,55.74%
19465,560370,SWAT 3: Tactical Game of the Year Edition,69,51,55.73%
19466,413170,Metal Assault,172,130,55.71%
19467,685420,Grace of Zordan,82,61,55.70%
19468,894740,Cosmic Ray,2,1,55.69%
19469,985530,Hunter,2,1,55.69%
19470,988370,3D Hentai Memory Game,2,1,55.69%
19471,680070,Puzzle: Underwater World,2,1,55.69%
19472,537750,Dungeon of Doom Puzzle,2,1,55.69%
19473,887550,Dimetrosaur,2,1,55.69%
19474,940810,Lost Artifacts: Time Machine,2,1,55.69%
19475,700270,Boratium Wars,2,1,55.69%
19476,848710,Defendion,2,1,55.69%
19477,1007560,Fun VR Farm,2,1,55.69%
19478,945850,Hunter's Trial,2,1,55.69%
19479,696440,FARIA: Starfall,2,1,55.69%
19480,782280,Beer!,2,1,55.69%
19481,892910,Space Wars,2,1,55.69%
19482,886580,SPEED UP,2,1,55.69%
19483,898680,JUMP AND RUN - DON'T FALL,2,1,55.69%
19484,884770,Astro Bouncer,2,1,55.69%
19485,679720,Mad Farm,2,1,55.69%
19486,566690,Meriwether: An American Epic,2,1,55.69%
19487,757670,Blitz Freak,2,1,55.69%
19488,947580,Expedition Oregon,2,1,55.69%
19489,966760,The Yellow Quiz,2,1,55.69%
19490,654390,Dialogue: A Writer's Story,2,1,55.69%
19491,667510,The Elmian Warrior,2,1,55.69%
19492,709750,IRO HERO,2,1,55.69%
19493,947470,Optica,2,1,55.69%
19494,938510,Poly and the Marble Maze,2,1,55.69%
19495,946080,The Earth Dies Screaming,2,1,55.69%
19496,655360,Aftermath Y2K,2,1,55.69%
19497,888640,Lovestory,2,1,55.69%
19498,886350,Clouded,2,1,55.69%
19499,558020,JETPACK PORTER,2,1,55.69%
19500,967180,Frozen Mystery,2,1,55.69%
19501,619480,"Rock, Ken, Bo",2,1,55.69%
19502,900380,Indian Summer,2,1,55.69%
19503,781630,Iffy Institute,2,1,55.69%
19504,938740,MUSEUM,2,1,55.69%
19505,757440,Crafting Tycoon,2,1,55.69%
19506,663170,Prime Shift,2,1,55.69%
19507,846250,Devious,2,1,55.69%
19508,777900,The Departure,2,1,55.69%
19509,695940,Love Chronicles: The Sword and the Rose Collector's Edition,2,1,55.69%
19510,530010,Water Heroes: A Game for Change,2,1,55.69%
19511,968560,Gravity Wars: Black Hole,2,1,55.69%
19512,761570,Beard & Axe,2,1,55.69%
19513,888560,Forest Rabbit,2,1,55.69%
19514,968990,Mean Routine,2,1,55.69%
19515,465920,Echoes of the Past: The Revenge of the Witch Collector's Edition,2,1,55.69%
19516,786950,Baptize Billy,2,1,55.69%
19517,843790,How long can human beings exist,2,1,55.69%
19518,891570,Cat couple,2,1,55.69%
19519,618760,IronBorn,2,1,55.69%
19520,931040,BreakHack,2,1,55.69%
19521,895380,Space Hodsola 2,2,1,55.69%
19522,897950,King of the Dead,2,1,55.69%
19523,582360,Spud Cricket VR,2,1,55.69%
19524,699790,Pegasus Door,2,1,55.69%
19525,883280,Struggle For Light,2,1,55.69%
19526,654800,Guts and Syringes,2,1,55.69%
19527,881910,The Battle Of Ages,2,1,55.69%
19528,465860,Awakening: The Sunhook Spire Collector's Edition,2,1,55.69%
19529,930970,Angry Ball VR,2,1,55.69%
19530,786280,Armored Squad,2,1,55.69%
19531,759220,Hinedere Beat,2,1,55.69%
19532,891050,Deplau,2,1,55.69%
19533,614160,Bug Invaders,2,1,55.69%
19534,967430,Nights at the Clown Maze,2,1,55.69%
19535,494850,VeeR Pong,2,1,55.69%
19536,841430,Need for Synthol,2,1,55.69%
19537,701960,Fish's Trip,2,1,55.69%
19538,425010,ScudBuster,2,1,55.69%
19539,786170,Bomb Bay,2,1,55.69%
19540,772240,The Treasure Seekers of Lady Luck,2,1,55.69%
19541,905130,Doggo Dig Down,2,1,55.69%
19542,887300,Bleeding Sun,2,1,55.69%
19543,967370,Dungeons of Necromancers,2,1,55.69%
19544,719740,Pi,2,1,55.69%
19545,772360,For Rent: Haunted House,2,1,55.69%
19546,680450,Damn,2,1,55.69%
19547,1002610,Snowed IN,2,1,55.69%
19548,719320,The Humans Collection,2,1,55.69%
19549,774051,Dream On The Moon,2,1,55.69%
19550,847870,Monster Truck Drive,2,1,55.69%
19551,666640,Empire - Wargame of new Century,2,1,55.69%
19552,696860,900,2,1,55.69%
19553,769640,Lordian: Karma,2,1,55.69%
19554,939150,CUBE 332,2,1,55.69%
19555,967100,Curfew,2,1,55.69%
19556,367660,UfoPilot : Astro-Creeps Elite,2,1,55.69%
19557,370750,Dungeoncraft,2,1,55.69%
19558,891120,Watching Delusion,2,1,55.69%
19559,561110,Disney's The Jungle Book,2,1,55.69%
19560,884460,Beyond Tokyo,2,1,55.69%
19561,883790,Three life,2,1,55.69%
19562,961560,DarkTrail,2,1,55.69%
19563,624780,Cornflower Corbin,2,1,55.69%
19564,495200,DATH,2,1,55.69%
19565,557240,Afterlife,2,1,55.69%
19566,999540,Scroll2Read,2,1,55.69%
19567,883960,The Lost And Forgotten,2,1,55.69%
19568,412640,Immerse Creator,2,1,55.69%
19569,787820,Ricko's Island,2,1,55.69%
19570,613370,Upside-Down Dimensions,2,1,55.69%
19571,618260,Endurance,2,1,55.69%
19572,928940,Pirate Island Rescue,2,1,55.69%
19573,841790,Adventures in the Light & Dark,2,1,55.69%
19574,520810,MetalNoise,2,1,55.69%
19575,776440,PROJECT VELOCITY,2,1,55.69%
19576,751580,Mankind Defender (Restocked),2,1,55.69%
19577,600690,TROID BLASTER,2,1,55.69%
19578,725920,If Only...,2,1,55.69%
19579,867850,Turn up jeans,2,1,55.69%
19580,809040,Hummingz - Retro Arcade action revised,2,1,55.69%
19581,546960,Mechatroniks Attack,2,1,55.69%
19582,601110,Twin Roads,2,1,55.69%
19583,808220,SCP-087 VR Survivor,2,1,55.69%
19584,807870,Survival Planet,2,1,55.69%
19585,965900,Animal Force,2,1,55.69%
19586,740170,Unexpected End,2,1,55.69%
19587,690000,Slimebrawl,2,1,55.69%
19588,1009910,Ninja?,2,1,55.69%
19589,835700,Alice - Behind the Mirror,2,1,55.69%
19590,552330,"Happy Birthday, Bernard",2,1,55.69%
19591,859530,Vive le Roi 2,2,1,55.69%
19592,822910,Mortal Squad: Portal to Hell,2,1,55.69%
19593,600440,Cyber Complex,2,1,55.69%
19594,859380,What's My Gender?,2,1,55.69%
19595,836290,Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,2,1,55.69%
19596,578360,Dark Dimensions: City of Fog Collector's Edition,2,1,55.69%
19597,809830,China VS Roman,2,1,55.69%
19598,516870,Isomorph,2,1,55.69%
19599,682270,Gender Bender,2,1,55.69%
19600,402940,Dungeons of Betrayal,2,1,55.69%
19601,730280,Protect your planet,2,1,55.69%
19602,935660,Pixel Robot Hunter,2,1,55.69%
19603,342660,Brawlerz Arena,2,1,55.69%
19604,935720,Cinderella VR,2,1,55.69%
19605,854680,DeepLands,2,1,55.69%
19606,994160,The Seduction of Shaqeera,2,1,55.69%
19607,964770,Deathdays End,2,1,55.69%
19608,965960,VRetired,2,1,55.69%
19609,603000,Hillbilly Apocalypse,2,1,55.69%
19610,825480,ELDR LEGACY,2,1,55.69%
19611,921450,King Randall's Party,2,1,55.69%
19612,825110,Space Drift Squad,2,1,55.69%
19613,858180,Adventures of Mike,2,1,55.69%
19614,690260,Tower Miners,2,1,55.69%
19615,398260,Eyestorm,2,1,55.69%
19616,825620,M.I.N.D.,2,1,55.69%
19617,913570,Drymir Cave under Richmordnom,2,1,55.69%
19618,957390,Chief's Quest,2,1,55.69%
19619,733710,YOUFIGHT,2,1,55.69%
19620,806940,So Long Grandma,2,1,55.69%
19621,600100,Executive Hockey,2,1,55.69%
19622,859970,Math Classroom Challenge,2,1,55.69%
19623,603210,Heartomics: Valkyries,2,1,55.69%
19624,674840,The Essence Reaper Ritual,2,1,55.69%
19625,716360,SweeperVR,2,1,55.69%
19626,511960,Gravity Shot,2,1,55.69%
19627,726820,Inner Mazes - Souls Guides,2,1,55.69%
19628,12650,Fetch It Again,2,1,55.69%
19629,735540,NO ONE,2,1,55.69%
19630,817390,Age of Giants,2,1,55.69%
19631,956430,Steampunk Graveyard,2,1,55.69%
19632,863840,Miner,2,1,55.69%
19633,852660,Linear Chicken,2,1,55.69%
19634,511920,Reproduction Man,2,1,55.69%
19635,852570,A Tale of Pirates: A Dummy Mutiny,2,1,55.69%
19636,977560,UNBREAKER,2,1,55.69%
19637,979530,Endless Maneuver,2,1,55.69%
19638,688200,Cassandra's Fabulous Foray,2,1,55.69%
19639,833670,Naughty study for exams with a ghost,2,1,55.69%
19640,972230,WatchFamily,2,1,55.69%
19641,652180,VR Guest,2,1,55.69%
19642,543300,Horizon Of History,2,1,55.69%
19643,972280,Deep Space Shooter,2,1,55.69%
19644,574920,SpaceJourney VR,2,1,55.69%
19645,514720,Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,2,1,55.69%
19646,959480,Run Fairy,2,1,55.69%
19647,860600,Betweenside,2,1,55.69%
19648,734870,"Houston, We Have Spinach!",2,1,55.69%
