APPID,NAME,CURRENT,24H_PEAK,ALL_TIME_PEAK
418950,DreadOut: Keepers of The Dark,3,8,558
33420,Call of Juarez: The Cartel,3,12,552
485650,Campaign Clicker,3,6,548
203250,Star Trek,3,8,541
408990,Timber and Stone,3,9,538
817660,Soul Smith of the Kingdom,3,5,538
299480,Rogue Stormers,3,7,533
270170,Depression Quest,3,8,515
541230,Alien Shooter TD,3,8,514
660330,Ragnarok Re:Start,3,11,510
400180,Okhlos: Omega,3,7,507
497100,FootRock,3,17,500
227220,Sang-Froid - Tales of Werewolves,3,7,493
341980,Dispatcher,3,5,486
265120,Meridian: New World,3,3,473
102840,Shank 2,3,17,466
347620,Gaokao.Love.100Days,3,42,456
212240,Atlantica Online,3,3,452
48180,Tom Clancy's H.A.W.X. 2,3,3,449
289400,Parkan 2,3,4,446
222710,Music Creator 6 Touch,3,8,432
740200,The Mercury Man,3,6,393
508900,Zup! X,3,10,389
17580,Dystopia,3,3,387
744260,Legend of Homebody,3,32,385
265890,Hexcells,3,13,384
504300,Gangs of Space,3,4,383
438600,Soccer Manager,3,4,382
228440,Cubemen 2,3,4,379
575510,Sakura Agent,3,5,374
785840,Moe Jigsaw,3,16,372
201830,Jurassic Park: The Game,3,11,371
273030,Pro Rugby Manager 2015,3,9,371
215510,Rocketbirds: Hardboiled Chicken,3,9,369
353130,Time of Dragons,3,13,365
266110,Tower of Guns,3,8,364
278910,Interplanetary,3,10,364
377860,Mushihimesama,3,8,357
33320,Prince of Persia: The Forgotten Sands,3,12,356
373970,Letter Quest: Grimm's Journey Remastered,3,13,352
685340,Delivery From The Pain,3,14,350
415860,Tactical Craft Online,3,20,345
203730,Q.U.B.E.,3,4,340
223510,Miasmata,3,4,335
253750,Ikaruga,3,12,335
108500,Vessel,3,6,334
31190,Tales of Monkey Island: Chapter 3 - Lair of the Leviathan,3,4,328
404540,Nex Machina,3,12,326
617160,Home Sweet Home,3,26,323
661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!!,3,16,319
214970,Intrusion 2,3,5,317
310370,The Way of Life Free Edition,3,9,316
250580,Paranautical Activity: Deluxe Atonement Edition,3,5,305
31170,Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,3,6,294
274980,Influent,3,7,290
37000,The Void,3,6,289
71390,Virtua Tennis 4,3,6,288
523650,Lust for Darkness,3,8,288
437160,The Lion's Song,3,10,272
489460,The Last Leviathan,3,9,266
527190,WORLD END ECONOMiCA episode.03,3,4,264
389870,Mugen Souls,3,5,263
530020,World to the West,3,5,263
393920,Auto Dealership Tycoon,3,4,260
240600,MotoGP?13,3,13,255
458480,Mythic Wonders: The Philosopher's Stone,3,6,255
264910,Project Zomboid Demo,3,4,249
617670,Zup! S,3,9,247
415350,Shooting Stars!,3,6,241
244090,Sid Meier's Ace Patrol: Pacific Skies,3,9,240
427510,Way of the Samurai 3,3,11,235
638110,Desert Bus VR,3,14,235
746910,Chicken Farm 2K17,3,5,235
328100,Gunspell: Steam Edition,3,5,230
464780,ChuSingura46+1 S,3,11,227
16600,Trials 2: Second Edition,3,4,224
269490,Bardbarian,3,5,224
7860,NecroVisioN,3,6,222
392040,War Blade,3,12,221
645090,Zup! 5,3,5,221
226120,Weird Worlds: Return to Infinite Space,3,3,218
757130,Paintball War,3,3,215
399890,The Secret Order 2: Masked Intent,3,7,213
918380,Choice of Magics,3,8,213
410840,Rock God Tycoon,3,6,212
292500,Kero Blaster,3,6,211
527280,Nights of Azure,3,5,210
537990,Heroine Anthem Zero,3,3,209
283160,House of the Dying Sun,3,12,207
577730,Idle Evolution,3,7,206
10130,TimeShift,3,7,205
593620,The Last Conflict,3,4,205
12770,Rise of the Argonauts,3,4,203
17140,Hinterland,3,4,196
588690,"Peace, Death!",3,12,196
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,3,10,195
810670,NALOGI,3,12,195
301150,The Treasures of Montezuma 4,3,13,193
203210,Titan Attacks,3,5,192
319850,Bridge Constructor Medieval,3,6,185
555210,Trick and Treat - Visual Novel,3,7,185
229970,Armada 2526 Gold Edition,3,5,183
7870,1701 A.D.: Gold Edition,3,3,180
454410,GIGA WRECKER,3,9,180
291960,Elminage Gothic,3,5,179
514920,Crash Wheels,3,12,179
333210,Kaiju-A-GoGo,3,5,178
269790,DreadOut,3,12,176
250380,Knock-knock,3,6,172
321870,Silence of the Sleep,3,5,172
599010,Hanse - The Hanseatic League,3,12,170
799070,Zup! 8,3,10,170
21900,Tom Clancy's H.A.W.X.,3,6,168
345010,Ascent - The Space Game,3,4,168
273840,Stock Car Extreme,3,7,166
892760,Seed of Evil,3,19,166
344190,Immortal Empire,3,11,165
3710,Judge Dredd: Dredd vs Death,3,5,164
32350,STAR WARS? Starfighter?,3,7,164
682570,SG/ZH: School Girl/Zombie Hunter,3,3,163
457760,The Signal From T?lva,3,10,162
269170,SportsBar VR,3,8,161
342280,Manyland,3,5,161
658470,Mini Battlegrounds,3,11,160
415300,Monster Monpiece,3,10,159
333660,Towers of Altrac,3,4,158
350310,BLADESTORM: Nightmare,3,6,158
853230,Champions of Titan,3,9,158
293240,Cosmochoria,3,4,157
397390,Space Food Truck,3,10,157
885150,Capcom Beat 'Em Up Bundle / ???? ???????? ??????,3,19,156
363420,Leap of Fate,3,3,155
449040,Jesus Christ RPG Trilogy,3,5,153
427910,Zavix Tower,3,4,152
532690,Neo ATLAS 1469,3,11,151
33970,Arma 2: Operation Arrowhead Demo,3,7,150
326150,Death Skid Marks,3,8,150
333830,Franchise Hockey Manager 2,3,6,150
212050,Resonance,3,6,149
293680,Cinders,3,7,149
322770,Vanishing Realms,3,6,149
402310,Overfall,3,7,147
347290,Rise & Shine,3,6,146
473970,Zombie City Defense 2,3,3,146
605990,Heart's Medicine - Hospital Heat,3,16,146
422420,Godus Wars,3,6,143
411570,Zombie Exodus,3,4,142
338980,MOAI: Build Your Dream,3,9,141
7210,Runaway: A Road Adventure,3,8,140
290530,Clandestine,3,7,136
437000,GUILTY GEAR 2 -OVERTURE-,3,11,135
898650,The Shapeshifting Detective,3,12,135
341550,Super Cyborg,3,5,134
312630,OTTTD,3,7,133
107600,Waves,3,5,132
388800,Azure Striker Gunvolt,3,5,132
732240,Spacebourne,3,6,132
637850,Confess My Love,3,8,130
217290,Din's Curse,3,6,129
269890,AR-K,3,5,129
541450,Operation Abyss: New Tokyo Legacy,3,5,129
6200,Ghost Master,3,16,125
614100,Heroes of Paragon,3,5,125
15740,Oddworld: Munch's Oddysee,3,7,122
300610,Pure Pool,3,10,122
411980,TY the Tasmanian Tiger 3,3,7,121
515260,Virtual Rides 3,3,18,121
748890,Choice of Rebels: Uprising,3,4,121
498030,Barnyard Mahjong 3,3,3,120
377060,On a Roll,3,4,118
884260,Akane,3,7,117
265810,The Sandbox,3,7,116
393980,Pretty Girls Mahjong Solitaire,3,4,116
606680,Silver,3,11,116
321270,UNLOVED,3,13,115
722230,L.A. Noire: The VR Case Files,3,7,115
273500,Over 9000 Zombies!,3,6,114
271970,Hero and Daughter+,3,4,113
602770,Clatter,3,8,113
266940,Alex Hunter - Lord of the Mind,3,5,112
284050,Sanitarium,3,5,112
368430,Through the Woods,3,6,112
304290,Heroes Rise: The Hero Project,3,4,111
421740,Goetia,3,5,111
613190,Unworthy,3,5,111
640990,Fashioning Little Miss Lonesome,3,4,109
331480,Pinstripe,3,10,107
719430,Taima Miko Yuugi,3,11,107
223870,Ys II,3,6,106
536560,CHAOS CODE -NEW SIGN OF CATASTROPHE-,3,14,106
347600,Total Miner,3,6,104
558260,Gravel,3,7,104
367000,Fine Sweeper,3,7,103
1530,Multiwinia,3,7,102
575330,Oh...Sir! The Hollywood Roast,3,5,102
528160,Solstice Chronicles: MIA,3,4,101
94590,Puzzle Agent 2,3,7,100
268990,The Dishwasher: Vampire Smile,3,7,100
362350,Boss Monster,3,6,99
251430,The Inner World,3,6,98
297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,3,4,98
661790,Witch Hunt,3,9,96
9940,Blade Kitten,3,6,94
390310,Little King's Story,3,6,94
443880,Loot Rascals,3,6,94
461820,Legionwood: Tale of the Two Swords,3,4,94
255300,Journey of a Roach,3,8,91
493980,Green Ranch,3,7,91
702700,Super Bomberman R,3,10,91
407310,NEKO-NIN exHeart,3,7,89
223490,Blockscape,3,5,88
325210,Arctico,3,8,88
415420,Nyan Cat: Lost In Space,3,5,88
501790,Unforeseen Incidents,3,10,88
12890,Operation Flashpoint: Dragon Rising - Demo,3,3,87
73220,Supreme Ruler Cold War,3,6,87
212410,Inversion?,3,4,87
882710,????? TouHou Makuka Sai ~ Fantastic Danmaku Festival,3,15,87
384750,Everest VR,3,7,86
257670,Elder Sign: Omens,3,7,85
288220,Backstage Pass,3,5,85
761460,Lamplight City,3,9,85
269290,liteCam Game: 100 FPS Game Capture,3,8,84
842910,The MISSING: J.J. Macfield and the Island of Memories,3,9,84
476650,The Silver Case,3,7,83
361690,STAR WARS? X-Wing vs TIE Fighter: Balance of Power Campaigns?,3,9,82
464800,Twisted Worlds,3,8,82
678890,Airport Simulator 2019,3,8,82
252830,Claire,3,3,81
749780,DEAD DOZEN,3,3,81
286810,Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113,3,6,80
659920,Transports,3,5,80
886040,Hentai Temple,3,5,80
269250,WORLD END ECONOMiCA episode.01,3,4,79
276870,Dwelvers,3,4,79
650110,Princess Maker 3: Fairy Tales Come True,3,20,79
517780,Ogre,3,5,78
899290,The night of fire stealing/????,3,4,77
8400,Geometry Wars: Retro Evolved,3,10,75
221830,The Book of Unwritten Tales: The Critter Chronicles,3,3,75
328830,Rugby Union Team Manager 2015,3,6,74
589760,Revhead,3,7,74
758090,Monobeno,3,20,74
216210,Secret Files 3,3,5,73
416590,Emily Wants To Play,3,11,73
853140,Adeptus Titanicus: Dominus,3,9,73
25930,East India Company,3,8,72
368640,htoL#NiQ: The Firefly Diary,3,9,72
459860,Budget Cuts Demo,3,8,72
583040,Princess Maker Refine,3,6,71
270490,The Forest of Doom,3,4,70
426690,Narcissu 10th Anniversary Anthology Project,3,7,70
481110,The Bunker,3,6,70
595730,Ascendant Hearts,3,3,70
899160,????????????,3,70,70
599000,Pizza Connection 2,3,12,69
33600,Broken Sword 2 - the Smoking Mirror: Remastered,3,15,68
676090,Legend Of Mercy ????,3,9,68
768370,New Dawn,3,7,68
879510,Lucy Got Problems,3,7,68
370900,CrossCode Demo,3,8,67
448320,GIBZ,3,15,67
692100,Infliction,3,8,67
892380,Dr Greenstuff,3,7,67
350070,Environmental Station Alpha,3,9,66
422130,Comic Book Hero: The Greatest Cape,3,4,66
497730,The Wardrobe,3,6,66
543180,Infinite Tanks,3,7,66
1000080,????Zengeon,3,32,66
357330,Space Beast Terror Fright,3,16,65
448240,Hybrid Animals,3,7,65
758500,Loot Box Quest,3,5,65
815450,Cardinal Cross,3,3,65
975020,The Spirit Master of Retarnia -Conqueror of the Labyrinth-,3,8,65
404820,Ragdoll Runners,3,9,64
425410,Road to Ballhalla,3,4,64
529160,Mo?kuri: Adorable + Tactical SRPG,3,6,64
33130,Zombie Shooter,3,7,63
257030,Project Nimbus,3,4,63
271500,Sniper Art of Victory,3,6,63
669320,Nation War:Chronicles,3,14,62
242940,Anachronox,3,8,61
254840,Ground Control II,3,8,61
302080,Bus Driver,3,12,60
899960,The Greater Good,3,4,60
319450,Chariot,3,7,59
383270,Hue,3,8,59
291190,Heroes of Steel RPG,3,6,58
420060,Candle,3,7,58
513890,The Frostrune,3,3,58
412670,Bullet Heaven 2,3,4,57
415740,OmniBus,3,7,57
451840,Out of Ammo,3,7,57
675240,Shining Song Starnova,3,8,57
787840,Blacksmith,3,6,57
341390,Vulture for NetHack,3,7,55
445420,Aselia the Eternal -The Spirit of Eternity Sword-,3,3,55
978670,Christmas Clicker: Idle Gift Builder,3,8,55
245410,Wizardry 6: Bane of the Cosmic Forge,3,7,54
486460,Twilight Town,3,14,54
385530,Astro Lords,3,6,53
574270,Lost Grimoires 2: Shard of Mystery,3,4,53
327930,Darklands,3,5,52
369530,Void Destroyer 2,3,7,52
576030,MHRD,3,3,52
649600,Swords and Sandals 2 Redux,3,12,52
994020,Tempest of the Heavens and Earth,3,9,52
465780,NewRetroArcade: Neon,3,6,51
987020,D.R.O.N.E. The Game,3,9,51
33770,Drakensang The River of Time,3,10,50
314330,DROD: Gunthro and the Epic Blunder,3,5,50
319260,NoLimits 2 Roller Coaster Simulation Demo,3,7,50
778390,Corpse Party: Book of Shadows,3,5,50
366040,Iggy's Egg Adventure,3,9,49
577480,Higurashi When They Cry Hou - Ch.5 Meakashi,3,5,49
675170,303 Squadron: Battle of Britain,3,10,49
738610,Train Station Simulator,3,7,49
752910,Cookies vs. Claus,3,8,49
307760,Zoo Park,3,4,48
427760,A Chair in a Room: Greenwater,3,3,48
453720,Last Will,3,5,48
536660,JCB Pioneer: Mars,3,4,48
921070,Spellwake,3,4,48
200130,Puzzler World 2,3,4,47
25850,Elven Legacy,3,6,46
218020,Nethergate: Resurrection,3,5,46
245300,Disney Epic Mickey 2,3,7,46
307930,Wildlife Park 2 - Dino World,3,7,46
219950,NiGHTS into Dreams...,3,5,45
297470,Xsyon - Prelude,3,6,45
400330,rFactor 2 Demo,3,10,45
786450,Don't Bite Me Bro! +,3,8,45
815260,Lords of Kingdoms,3,5,45
220960,ACDSee 15,3,7,44
368860,Garbage Day,3,6,44
462680,BalanCity,3,10,44
502740,50 years,3,4,44
704550,Hentai,3,5,44
270830,Global ATC Simulator,3,10,43
224940,Legacy of Kain: Soul Reaver 2,3,8,42
449250,A Little Lily Princess,3,5,42
4460,City Life 2008,3,7,41
327390,Sid Meier's Covert Action (Classic),3,5,41
994200,Melee,3,15,41
39670,Chaser,3,8,40
254820,Ground Control Anthology,3,4,40
443260,Hero Generations: ReGen,3,3,40
793450,Desecration of Wings,3,4,40
294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,3,8,39
492150,RPG World - Action RPG Maker,3,9,39
603930,Battle Princess Madelyn,3,3,39
11040,Sherlock Holmes: Nemesis,3,7,38
33620,Crash Time III,3,9,38
252890,Dracula: Love Kills,3,3,38
12520,18 Wheels of Steel: American Long Haul,3,8,37
22310,Rogue Warrior,3,5,37
46490,Still Life 2,3,5,37
65270,Demolition Company Gold,3,10,37
714800,Maitetsu,3,6,37
743390,DISTRAINT 2,3,9,37
750170,Diesel Railcar Simulator,3,5,37
824720,Pure Rock Crawling,3,6,37
946560,Don't Forget Our Esports Dream,3,3,37
333990,Conclave,3,4,36
928520,Story of Eve - A Hero's Study,3,7,36
934860,La Rana,3,11,36
374090,Winter Sports Trilogy Super Pack,3,8,35
842250,GM Forge - Virtual Tabletop,3,9,35
2390,Heretic: Shadow of the Serpent Riders,3,7,34
237970,Memento Mori 2,3,6,34
290510,GNOG,3,13,34
301300,Chicken Invaders 4,3,9,34
408250,Eagle Flight,3,11,34
560000,Ladykiller in a Bind,3,6,34
619430,World of Castles,3,5,34
677020,Eventide 3: Legacy of Legends,3,6,34
780490,Stygian: Reign of the Old Ones Demo,3,3,34
878520,Sally's Salon: Kiss & Make-Up,3,6,34
46290,Theatre of War,3,8,33
236470,PAC-MAN MUSEUM,3,7,33
365720,Skyrim Script Extender (SKSE),3,7,33
541660,Disney Infinity 2.0: Gold Edition,3,12,33
558490,Crossroad Mysteries: The Broken Deal,3,3,33
300820,Toy Story 3,3,11,32
501050,Emerland Solitaire: Endless Journey,3,8,32
518720,Overkill VR,3,8,32
585710,Blazing Beaks,3,5,32
588120,Capsa,3,12,32
597970,Age of Rivals,3,6,32
913010,Your Dry Delight,3,4,32
981260,Love In Drawing,3,16,32
70640,Worms,3,6,31
467430,Farming 6-in-1 bundle,3,7,31
542290,Da Capo 3 R,3,4,31
679750,Catch & Release,3,5,31
793350,Swarmlake,3,6,31
935260,Scarlet Fantasy,3,29,31
611830,Park Bound,3,6,30
865820,Psychedelica of the Black Butterfly,3,5,30
15000,Tom Clancy's Rainbow Six: Lockdown,3,8,29
73080,Crusader Kings 2 Beta,3,5,29
208110,Myst V,3,8,29
267130,Star Swarm Stress Test,3,3,29
300630,Pure Chess,3,5,29
531190,HEBEREKE!: March! Red Army Girls' Brigade,3,3,29
906390,Return.,3,5,29
970610,CHECKMATE : Battle Arenas,3,5,29
982060,Undholm,3,6,29
1522,DEFCON Demo,3,11,28
3530,Amazing Adventures Around the World,3,7,28
260770,Neighbours from Hell 2,3,11,28
559620,Outlaws + A Handful of Missions,3,9,28
623090,BAJA: Edge of Control HD,3,5,28
647740,Airmen,3,16,28
813650,Runefall,3,7,28
989540,THE LAST SURVIVOR,3,10,28
278550,A-Train 9 V4.0 : Japan Rail Simulator,3,12,27
382420,E.T. Armies,3,8,27
493080,Card Quest,3,6,27
494900,Complete Figure Drawing Course HD,3,5,27
524850,Alicemare,3,7,27
659480,The Initiate,3,4,27
694090,Apex Construct,3,8,27
725960,Ballistic Mini Golf,3,6,27
324760,Monster Truck Destruction,3,6,26
964040,Snood,3,6,26
992330,Incubo,3,26,26
251610,Barbie? Dreamhouse Party?,3,5,25
316260,Disney Universe,3,4,25
319080,Disney Princess : My Fairytale Adventure,3,13,25
374380,Revolution Under Siege Gold,3,8,25
450950,Danmaku Unlimited 3,3,3,25
655790,Fly Simulator,3,9,25
760800,Cube Life: Island Survival,3,6,25
1017170,True Sight: The International 2018 Finals,3,7,25
359220,MX vs. ATV Unleashed,3,7,24
430410,Memoranda,3,4,24
440550,RunGunJumpGun,3,11,24
502320,Boulder Dash 30th Anniversary,3,9,24
563750,World Boxing Manager,3,7,24
599600,Constructor Classic 1997,3,3,24
707410,Marvelous Designer 7 For Steam,3,5,24
891900,Horizon Chase Turbo Demo,3,6,24
938070,LOGistICAL 2: Belgium,3,6,24
949800,Skyland: Heart of the Mountain,3,7,24
292240,SPY Fox 2: Some Assembly Required,3,5,23
443370,The Treasures of Montezuma 5,3,8,23
543850,Panoptic Demo,3,8,23
594490,Deadly Hunter VR,3,6,23
606490,Duck Life: Space,3,3,23
635242,Making of Furi: Episode 3 - Art and Animation,3,5,23
647570,Transference,3,4,23
915710,Little Dragons Cafe,3,3,23
945520,The Perfectionist,3,18,23
299990,XCOM 2 Development Tools,3,4,22
361380,World War I,3,5,22
436470,Gamma Bros,3,5,22
555060,Final Soccer VR,3,7,22
742490,Nonogram - The Greatest Painter,3,7,22
873980,Isle of Skye,3,11,22
987820,chrono,3,8,22
15970,Luxor,3,8,21
289180,A.I.M.2 Clan Wars,3,10,21
432310,Virtual Pool 4 Multiplayer,3,10,21
577210,Q.U.I.R.K.,3,10,21
588290,Goalie Challenge VR,3,5,21
589200,Dreadhalls,3,9,21
916160,Dreamwalker: Never Fall Asleep,3,10,21
967490,Microsoft Maquette,3,8,21
31800,Nancy Drew: Danger By Design,3,7,20
46340,Theatre of War 2: Africa 1943,3,5,20
254480,Obscure 2,3,7,20
289380,Konung 3: Ties of the Dynasty,3,4,20
534110,Agent Origins,3,5,20
559640,Betrayal Collection,3,10,20
709920,Tametsi,3,11,20
780500,Suzy Cube,3,3,20
798810,Natural Locomotion,3,16,20
826480,VR Benchmark Kanojo,3,6,20
31810,Nancy Drew: Last Train to Blue Moon Canyon,3,5,19
547590,Pinball FX2 VR,3,3,19
617620,Disturbed: Beyond Aramor,3,4,19
717850,Sable's Grimoire,3,6,19
729310,Draft Day Sports: College Basketball 2017,3,5,19
809850,Sudoku Zenkai,3,6,19
811870,Verlet Swing,3,4,19
32630,Delta Force 2,3,11,18
465000,Event Horizon,3,7,18
598860,MAGIX Video Pro X8 Steam Edition,3,6,18
640310,Drive By Hero,3,3,18
684530,Lance A Lot: Enhanced Edition,3,4,18
763970,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,3,5,18
206760,Painkiller: Recurring Evil,3,6,17
320970,IGT Slots Paradise Garden,3,7,17
361950,MOAI 2: Path to Another World,3,7,17
400350,Battle Fleet Ground Assault,3,5,17
544710,Delicious - Emily's New Beginning,3,5,17
581460,QuiVr Vanguard,3,7,17
661950,FlyingRock: Arena,3,3,17
667820,Farmington Tales,3,3,17
708150,Lost Artifacts,3,8,17
808100,Galimulator,3,8,17
815290,Guards of the Gate,3,6,17
868490,Far Cry 5: Inside Eden?s Gate,3,4,17
951170,Lethal Running: Prologue,3,5,17
33580,The Great Art Race,3,4,16
38020,Mahjong Quest 3,3,9,16
503740,EmergeNYC Demo,3,3,16
540060,Fabulous - Angela's Fashion Fever,3,6,16
570490,SHENZHEN SOLITAIRE,3,5,16
624460,Fantasynth: Chez Nous,3,6,16
666820,Skirmish Line,3,7,16
687750,Yandere School,3,5,16
726000,No King No Kingdom,3,5,16
411590,The Rivers of Alice - Extended Version,3,4,15
521710,Romance of the Three Kingdoms III,3,12,15
622420,Stay Alive: Apocalypse,3,5,15
653750,Pro Cycling Manager 2017 - Stage and Database Editor,3,4,15
800050,The Great Tournament,3,3,15
812930,Strategic Command Classic: WWII,3,7,15
973240,Hentai And Your Life,3,4,15
9040,Quake Mission Pack 1: Scourge of Armagon,3,5,14
233780,Arma 3 Server,3,7,14
273580,Descent 2,3,6,14
331750,WALL E,3,8,14
573760,Roads of Rome: New Generation,3,7,14
588310,Blender Character Modeling For Beginners HD,3,6,14
622380,RETNE,3,7,14
700010,MAGIX PC Check & Tuning 2018 Steam Edition,3,8,14
832720,Dungeon Brewmaster,3,5,14
833140,Supaplex,3,9,14
846690,Lost Lands: Ice Spell,3,11,14
858040,Sudoku Jigsaw,3,6,14
893050,Hasbro's BATTLESHIP,3,5,14
979010,Ultimate Desktop Character Engine,3,6,14
993740,Hentai Mosaique Puzzle,3,6,14
1001860,Casual Desktop Game,3,7,14
16040,Luxor: Quest for the Afterlife,3,4,13
31900,Nancy Drew: The Creature of Kapu Cave,3,4,13
32650,Delta Force: Task Force Dagger,3,6,13
392330,Take Command - 2nd Manassas,3,4,13
485150,Web Designer 12 Premium,3,4,13
518440,K-On! The Movie,3,4,13
575270,MAGIX Photostory 2017 Deluxe Steam Edition,3,4,13
603700,The Low Road,3,5,13
651280,TinkerQuarry,3,3,13
793940,MOAI V: Collector?s Edition,3,7,13
937770,BlackHoopS,3,3,13
200990,Geneforge 3,3,5,12
201000,Geneforge 4,3,5,12
294650,Putt-Putt Goes to the Moon,3,6,12
540360,Jewel Quest Seven Seas Collector's Edition,3,5,12
554470,BladeShield,3,3,12
603550,Schlag den Star - Das Spiel,3,3,12
674850,2MD VR Football,3,8,12
718710,Command: Shifting Sands,3,4,12
755950,Fantasy Quest Solitaire,3,5,12
846700,The Legacy: Prisoner,3,5,12
944770,sheepChat,3,6,12
951700,Super Jigsaw Puzzle: Space,3,8,12
32660,Delta Force: Xtreme,3,4,11
294720,Putt-Putt and Fatty Bear's Activity Pack,3,6,11
345430,The Cursed Forest,3,3,11
514700,Mystery Case Files ?: 13th Skull ? Collector's Edition,3,4,11
670470,MAGIX Video deluxe 2018 Steam Edition,3,4,11
713180,Eredia: The Diary of Heroes,3,3,11
837590,Operation Thunderstorm,3,5,11
913340,Pro Strategy Football 2019,3,4,11
946090,Hentai Neighbors,3,9,11
976020,The True Tales of Bloodstreet 13 - Chapter 1,3,11,11
1006850,XDeskClock,3,6,11
205,Source Dedicated Server,3,4,10
50980,Mystery Case Files: PrimeSuspects,3,5,10
294690,Putt-Putt Joins the Circus,3,4,10
386930,Dragonflight,3,3,10
454140,First Person Tennis - The Real Tennis Simulator,3,5,10
506030,MAGIX PC Check & Tuning 2017,3,5,10
576840,RAYGUN COMMANDO VR,3,6,10
662230,Trendpoker 3D: Texas Hold'em Poker,3,6,10
715580,Hoshizora no Memoria -Wish upon a Shooting Star-,3,3,10
760460,WEED,3,4,10
815280,Crooked Waters,3,3,10
846050,Silent Depth 3D Submarine Simulation,3,4,10
852250,Danger Room VR,3,4,10
907720,Do or Die,3,7,10
3322,Insaniquarium! Deluxe Demo,3,6,9
34640,Massive Assault: Phantom Renaissance,3,6,9
317030,Fatty Bear's Birthday Surprise,3,5,9
415180,Fort Zombie,3,3,9
500110,Glider Island,3,5,9
552060,EscapeVR: The Basement,3,5,9
553330,Clutter Infinity: Joe's Ultimate Quest,3,4,9
564330,In Your Face TD,3,5,9
668610,Wars of Seignior,3,7,9
848170,Movavi Video Converter Premium,3,4,9
854250,FPV Freerider,3,9,9
36180,Cake Mania,3,5,8
621300,Wing Pro 6,3,5,8
680640,ChefU,3,4,8
773900,Love Live! The School Idol Movie,3,6,8
795040,E.Z,3,4,8
842170,Hyperspace Dogfights,3,4,8
953570,White Dove ??,3,8,8
968820,Stormhill Mystery: Family Shadows,3,8,8
1015480,DrumBeats VR,3,8,8
749560,Cycle 28,3,3,7
765910,Leisure Suit Larry 6 - Shape Up Or Slip Out,3,4,7
1002890,Galaxity,3,7,7
36190,Cake Mania 2,3,3,6
480500,Dogfight Elite,3,4,6
610340,CyberLink ScreenRecorder 3 Deluxe,3,3,6
642730,Virtual SlotCars,3,5,6
656740,Cosmonator,3,5,6
765840,Leisure Suit Larry 2 - Looking For Love (In Several Wrong Places),3,3,6
786990,SpellKeeper,3,4,6
791760,A Story of Distress,3,4,6
793190,Daily VR,3,5,6
819510,GLBasic SDK,3,4,6
877550,Digital Jigsaw Puzzle,3,5,6
943190,OCTOPTICOM,3,3,6
966000,Detective Sherlock Pug,3,6,6
665450,MAGIX Photostory 2018 Deluxe Steam Edition,3,4,5
519980,Trains VR,3,3,4
684590,Tale of Enki: Pilgrimage,3,3,4
751400,The Turdler,3,3,4
830810,Death Game+,3,3,4
913770,Toy Gun Office Simulator,3,3,4
973590,Movavi Video Converter Premium 19,3,3,4
996560,SCP: Secret Laboratory Dedicated Server,3,4,4
1013350,The Voice from Heaven,3,4,4
944640,Xenia's Ark,3,3,3
208090,Loadout,2,3,"29,424"
224540,Ace of Spades,2,7,"16,309"
204260,Trine 2 Demo,2,5,"12,862"
582280,PIGMENTUM,2,7,"6,946"
332500,GRAV,2,11,"6,367"
345920,The Note,2,8,"6,198"
443940,Unknown Battle,2,8,"5,924"
428900,"Linea, the Game",2,4,"5,592"
302270,Dungeon Defenders Eternity,2,5,"4,708"
369200,Ghost in the Shell: Stand Alone Complex - First Assault Online,2,4,"4,665"
499050,Pro Evolution Soccer 2017 Demo,2,5,"4,326"
349700,Aftermath,2,4,"4,302"
587590,Unexpected Day,2,5,"4,127"
385070,Atonement: Scourge of Time,2,48,"4,113"
278970,DiggerOnline,2,5,"3,837"
36620,Forsaken World,2,3,"3,733"
490980,Daily Chthonicle: Editor's Edition,2,14,"3,557"
242570,Space Hulk,2,11,"3,505"
108700,Death Rally,2,4,"3,351"
463210,State of Anarchy,2,3,"3,308"
448640,Elements II: Hearts of Light,2,13,"3,295"
495120,The Braves & Bows,2,176,"3,250"
29800,Caster,2,5,"3,184"
329380,Stealth Inc 2,2,5,"3,142"
404770,SUPERFIGHT,2,6,"3,124"
428430,Endorlight,2,9,"3,110"
554530,CRACKHEAD,2,25,"3,066"
298600,Lovely Planet,2,7,"2,999"
574820,Cat or Bread?,2,3,"2,962"
253960,Jack Orlando Director's Cut,2,36,"2,930"
400240,The Deer,2,11,"2,786"
431270,GooCubelets: The Algoorithm,2,16,"2,765"
460660,GooCubelets: OCD,2,6,"2,715"
91900,Post Apocalyptic Mayhem,2,5,"2,608"
285050,Showtime!,2,5,"2,472"
354850,Why So Evil 2: Dystopia,2,18,"2,436"
400370,Normality,2,7,"2,416"
227480,God Mode,2,6,"2,256"
462370,Cyborg Detonator,2,5,"2,128"
504490,The God's Chain,2,2,"2,121"
62100,Chime,2,7,"2,099"
444290,28 Waves Later,2,11,"2,074"
690530,Soul at Stake,2,57,"2,067"
298520,Orbital Gear,2,7,"2,034"
